source,HPO_term_VarName,HPO_term_name,HPO_term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
HP,Nephronophthisis,Nephronophthisis,HP:0000090,FALSE,2.0093642245355289e-7,6.696941334347376,37,173,13,4958,"ANKS6,CEP164,CEP83,DCDC2,GLIS2,INVS,NEK8,NPHP1,NPHP3,NPHP4,TMEM67,WDR19,XPNPEP3"
HP,Abnormal_metabolism,Abnormal metabolism,HP:0032245,FALSE,2.1406737517425812e-7,6.669449516084501,160,173,25,4958,"ALG8,COG1,COL7A1,DNAJC21,ERCC4,GATA1,HCFC1,HLA-DQB1,LMBRD1,MMAA,MMAB,MMACHC,MMADHC,MMP1,MTR,MTRR,MTTP,PRDX1,RPL11,RPS10,SBDS,SLC37A4,SLC46A1,SRP54,UROS"
HP,Anemia_due_to_reduced_life_span_of_red_cells,Anemia due to reduced life span of red cells,HP:0011895,FALSE,2.8229223499597837e-7,6.549301068,162,173,25,4958,"ABCG8,ATP7B,C3,CD40LG,CD46,CDAN1,CFB,CFH,CFHR1,CFHR3,CFI,COL4A1,EPB42,FOXP3,GATA1,HBA1,HBA2,HBB,IFIH1,SLC2A1,SLC4A1,THBD,TREX1,UROS,WAS"
HP,Abnormality_of_pancreas_physiology,Abnormality of pancreas physiology,HP:0012091,FALSE,3.186272801368613e-7,6.496717043645662,176,173,26,4958,"BRCA1,BRCA2,DNAJC21,FAH,G6PC1,HAMP,MEN1,PALB2,PCCA,PCCB,SBDS,SLC25A13,SLC37A4,SLC7A7,SMAD4,SMARCAL1,SRP54,TGFB1,XPNPEP3,MT-CO1,MT-CO2,MT-CO3,MT-ND1,MT-ND4,MT-ND5,MT-ND6"
HP,Ragged-red_muscle_fibers,Ragged-red muscle fibers,HP:0003200,FALSE,3.220453627692315e-7,6.492082950003594,54,173,15,4958,"COQ2,MT-ATP8,MT-ATP6,MT-CO1,MT-CO2,MT-CO3,MT-CYB,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND5,MT-ND6,POLG,POLG2"
HP,Hepatosplenomegaly,Hepatosplenomegaly,HP:0001433,FALSE,3.705923577908629e-7,6.431103540773945,164,173,25,4958,"ABCA1,ADA2,BRCA1,BRCA2,CLCN7,COG1,DCDC2,G6PC3,GBA1,HBB,IFIH1,LIPA,LPIN2,LYST,NPHP3,PALB2,RBM8A,SLC25A13,SLC2A1,SLC4A1,SLC7A7,SMAD4,TGFB1,TMEM67,TREX1"
HP,Aplasia/hypoplasia_involving_bones_of_the_hand,Aplasia/hypoplasia involving bones of the hand,HP:0005927,FALSE,3.923824676054412e-7,6.406290405961604,518,173,47,4958,"ADA2,BRCA1,BRCA2,BRIP1,CLCN7,COG1,COL3A1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,GATA1,MAD2L2,PALB2,RAD51,RAD51C,RBM8A,RFWD3,RMRP,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SLX4,SMAD4,TSR2,UBE2T,WDR19,XRCC2"
HP,Atrial_septal_defect,Atrial septal defect,HP:0001631,FALSE,3.923824676054412e-7,6.406290405961604,518,173,47,4958,"ADA2,BRCA1,BRCA2,BRIP1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,G6PC3,GATA1,LMBRD1,MAD2L2,NPHP3,PALB2,RAD51,RAD51C,RBM8A,RFWD3,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SLC19A2,SLX4,SMAD4,TBX1,TSR2,UBE2T,XRCC2"
HP,Abnormality_of_the_genital_system,Abnormality of the genital system,HP:0000078,FALSE,4.0224089205422603e-7,6.395513780853229,1723,173,100,4958,"ADA2,ALG8,ATP7B,BRCA1,BRCA2,BRIP1,BTK,CEP164,COG1,COL3A1,COL4A1,COL7A1,COQ2,CTC1,DKC1,DNAJC21,ERCC4,F8,FAM111A,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,FARS2,G6PC3,GATA1,GBA1,HAMP,HBA1,HBA2,HBB,HLA-DQB1,IFIH1,INVS,KCNQ1,MAD2L2,MEN1,NAF1,NPHP1,NPHP3,NPHP4,PALB2,RAD51,RAD51C,RBM8A,RFWD3,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SAMD9,SLC19A2,SLC25A13,SLC37A4,SLX4,SMAD4,SMARCAL1,STK11,TBX1,TERT,TFR2,TGFB1,TINF2,TMEM67,TREX1,TSR2,UBE2T,VWF,WAS,WDR19,XRCC2,MT-ATP8,MT-ATP6,MT-CO1,MT-CO2,MT-CO3,MT-CYB,MT-ND1,MT-ND4,MT-ND5,MT-ND6,POLG,POLG2"
HP,Visual_impairment,Visual impairment,HP:0000505,FALSE,4.0329372897098286e-7,6.394378531016116,1127,173,76,4958,"ABCA1,ACVRL1,ADA2,BRCA1,BRCA2,BRIP1,CEP164,CFH,CFHR1,CFHR3,CFI,CLCN7,COL3A1,COL4A1,COL7A1,COQ2,CTC1,ENG,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,FARS2,GATA1,HLA-DQB1,INVS,LYST,MAD2L2,MEN1,MMACHC,MMP1,MTR,MTRR,MTTP,NPHP1,NPHP3,NPHP4,PALB2,PEPD,PRDX1,RAD51,RAD51C,RFWD3,RMRP,SLC19A2,SLX4,SMAD4,TBX1,TERT,TMEM67,TREX1,UBE2T,UROS,WDR19,XRCC2,MT-ATP8,MT-ATP6,MT-CO1,MT-CO2,MT-CO3,MT-CYB,MT-ND1,MT-ND2,MT-ND3,MT-ND4L,MT-ND4,MT-ND5,MT-ND6,POLG,POLG2"
HP,Azoospermia,Azoospermia,HP:0000027,FALSE,4.4853321343923377e-7,6.348205392,140,173,23,4958,"BRCA1,BRCA2,BRIP1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,GBA1,MAD2L2,PALB2,RAD51,RAD51C,RFWD3,SLX4,STK11,UBE2T,XRCC2"
HP,Mitochondrial_respiratory_chain_defects,Mitochondrial respiratory chain defects,HP:0200125,FALSE,4.554604498675473e-7,6.341549329228902,20,173,10,4958,"MT-ATP6,MT-CO1,MT-CO3,MT-CYB,MT-ND1,MT-ND2,MT-ND4L,MT-ND4,MT-ND5,MT-ND6"
HP,Proteinuria,Proteinuria,HP:0000093,FALSE,5.053975664341839e-7,6.296366853604766,236,173,30,4958,"ATP7B,C3,CD46,CFB,CFH,CFI,COQ2,ERCC4,G6PC1,GBA1,GLA,LPIN2,MMACHC,NPHP3,PRDX1,REN,SLC37A4,SLC7A7,SMARCAL1,SURF1,THBD,TREX1,WDR19,MT-CO1,MT-CO2,MT-CO3,MT-ND1,MT-ND4,MT-ND5,MT-ND6"
HP,Vomiting,Vomiting,HP:0002013,FALSE,5.245226048445373e-7,6.280235790696918,346,173,37,4958,"ALG8,ALPL,ATP7B,CD46,CFH,CFI,COQ2,FAH,FOXP3,GLA,HLA-DQB1,LIPA,MEN1,MMAA,MMAB,MTRR,MTTP,PCCA,PCCB,PLEC,SLC25A13,SLC37A4,SLC7A7,SMPD1,STK11,MT-ATP6,MT-CO1,MT-CO2,MT-CO3,MT-CYB,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND5,MT-ND6,POLG"
HP,Reticulocytosis,Reticulocytosis,HP:0001923,FALSE,6.490838772248756e-7,6.187699178,48,173,14,4958,"ABCG8,CDAN1,CDIN1,CFH,CFHR1,CFHR3,CLCN7,EPB42,GATA1,HBB,MTTP,SLC2A1,SLC4A1,UROS"
HP,Low_levels_of_vitamin_D,Low levels of vitamin D,HP:0100512,FALSE,6.738403330353873e-7,6.171442998,33,173,12,4958,"COL7A1,DNAJC21,GATA1,HLA-DQB1,MMP1,MTTP,RPL11,RPS10,SBDS,SLC37A4,SRP54,UROS"
HP,Renal_corticomedullary_cysts,Renal corticomedullary cysts,HP:0000108,FALSE,7.004759372031719e-7,6.154606779035416,8,173,7,4958,"DCDC2,MUC1,NPHP1,NPHP3,NPHP4,TMEM67,XPNPEP3"
HP,Abnormal_morphology_of_the_radius,Abnormal morphology of the radius,HP:0002818,FALSE,8.728818682689817e-7,6.059044527692346,212,173,28,4958,"BRCA1,BRCA2,BRIP1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,IFIH1,MAD2L2,PALB2,RAD51,RAD51C,RBM8A,RFWD3,RPL26,RPS19,SAMD9,SLX4,TGFB1,TMEM67,UBE2T,XRCC2"
HP,Aplasia/Hypoplasia_of_the_external_ear,Aplasia/Hypoplasia of the external ear,HP:0008772,FALSE,8.88664985112886e-7,6.051261931423764,198,173,27,4958,"ADA2,COG1,FANCB,FANCF,FANCL,GATA1,GBA1,LMBRD1,PLEC,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SMAD4,TSR2"
HP,Abnormality_of_the_lymphatic_system,Abnormality of the lymphatic system,HP:0100763,FALSE,9.006012589477608e-7,6.045467450273726,769,173,59,4958,"ABCA1,ABCG8,ADA2,ATP7B,BRCA1,BRCA2,BTK,C3,CD40LG,CDAN1,CDIN1,CLCN7,COG1,CTC1,DCDC2,DKC1,ELANE,EPB42,FAH,FAM111A,FMO3,FOXP3,G6PC3,GATA1,GBA1,HAMP,HBA1,HBA2,HBB,IFIH1,LIPA,LPIN2,LYST,MEN1,NEK8,NPHP3,PALB2,PEPD,RBM8A,RFWD3,RMRP,SAMD9,SAMD9L,SLC25A13,SLC2A1,SLC37A4,SLC4A1,SLC7A7,SMAD4,SMPD1,TBX1,TERT,TGFB1,TINF2,TMEM67,TREX1,UROS,WAS,XK"
HP,Duplication_of_phalanx_of_hand,Duplication of phalanx of hand,HP:0009997,FALSE,9.244957959068811e-7,6.034095059430276,227,173,29,4958,"ADA2,FANCA,FANCB,FANCC,FANCD2,FANCE,GATA1,NPHP1,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,TBX1,TMEM67,TSR2,UBE2T,WDR19"
HP,Methylmalonic_acidemia,Methylmalonic acidemia,HP:0002912,FALSE,9.331349589948874e-7,6.030055539846163,16,173,9,4958,"HCFC1,LMBRD1,MMAA,MMAB,MMACHC,MMADHC,MTR,MTRR,PRDX1"
HP,Abnormal_morphology_of_ulna,Abnormal morphology of ulna,HP:0040071,FALSE,9.511150622710219e-7,6.0217669405950645,158,173,24,4958,"BRCA1,BRCA2,BRIP1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,MAD2L2,PALB2,RAD51,RAD51C,RBM8A,RFWD3,RPL26,SLX4,TGFB1,UBE2T,XRCC2"
HP,Puberty_and_gonadal_disorders,Puberty and gonadal disorders,HP:0008373,FALSE,9.691269196171983e-7,6.013619342784251,648,173,53,4958,"BRCA1,BRCA2,BRIP1,BTK,COL7A1,COQ2,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,G6PC1,GBA1,GLA,HAMP,HBB,HLA-DQB1,LPIN2,MAD2L2,MEN1,MMP1,NPHP1,PALB2,RAD51,RAD51C,RFWD3,SAMD9,SLC25A13,SLC37A4,SLX4,SMAD4,SMPD1,STK11,TERT,TFR2,TGFB1,UBE2T,XRCC2,MT-ATP8,MT-ATP6,MT-CO1,MT-CO2,MT-CO3,MT-ND1,MT-ND4,MT-ND5,MT-ND6,POLG"
HP,Tetralogy_of_Fallot,Tetralogy of Fallot,HP:0001636,FALSE,9.841749472564107e-7,6.006927694378932,185,173,26,4958,"BRCA1,BRCA2,BRIP1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,MAD2L2,PALB2,RAD51,RAD51C,RBM8A,RFWD3,RPL11,RPL5,SLC37A4,SLX4,TBX1,UBE2T,XRCC2"
HP,Aplasia/hypoplasia_involving_bones_of_the_upper_limbs,Aplasia/hypoplasia involving bones of the upper limbs,HP:0006496,FALSE,9.898933348535305e-7,6.004411599927946,551,173,48,4958,"ADA2,BRCA1,BRCA2,BRIP1,CLCN7,COG1,COL3A1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,GATA1,MAD2L2,PALB2,RAD51,RAD51C,RBM8A,RFWD3,RMRP,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SLX4,SMAD4,TGFB1,TSR2,UBE2T,WDR19,XRCC2"
HP,Duplication_of_bones_involving_the_upper_extremities,Duplication of bones involving the upper extremities,HP:0009142,FALSE,1.02836E-06,5.987854749382957,228,173,29,4958,"ADA2,FANCA,FANCB,FANCC,FANCD2,FANCE,GATA1,NPHP1,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,TBX1,TMEM67,TSR2,UBE2T,WDR19"
HP,Duplication_of_hand_bones,Duplication of hand bones,HP:0004275,FALSE,1.02836E-06,5.987854749382957,228,173,29,4958,"ADA2,FANCA,FANCB,FANCC,FANCD2,FANCE,GATA1,NPHP1,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,TBX1,TMEM67,TSR2,UBE2T,WDR19"
HP,Abnormality_of_the_musculature_of_the_hand,Abnormality of the musculature of the hand,HP:0001421,FALSE,1.17321E-06,5.930625643941023,122,173,21,4958,"ADA2,GATA1,RAD51C,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,TSR2,POLG"
HP,Telangiectasia,Telangiectasia,HP:0001009,FALSE,1.24119E-06,5.906162750499991,160,173,24,4958,"ACVRL1,COL3A1,COL7A1,CTC1,DKC1,ENG,ERCC4,GLA,PEPD,SLC37A4,SMAD4,TERT,TINF2,TREX1,MT-ATP6,MT-CO1,MT-CO3,MT-CYB,MT-ND1,MT-ND2,MT-ND4L,MT-ND4,MT-ND5,MT-ND6"
HP,Abnormal_anus_morphology,Abnormal anus morphology,HP:0034915,FALSE,1.35655E-06,5.867563378975471,216,173,28,4958,"BRCA1,BRCA2,BRIP1,COL7A1,ELANE,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,G6PC3,MAD2L2,MMP1,PALB2,RAD51,RAD51C,RFWD3,RMRP,SLX4,TBX1,TGFB1,UBE2T,XRCC2"
HP,Abnormal_uterus_morphology,Abnormal uterus morphology,HP:0031105,FALSE,1.41225E-06,5.850088077861448,148,173,23,4958,"BRCA1,BRCA2,BRIP1,COL3A1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,MAD2L2,PALB2,RAD51,RAD51C,RFWD3,SLX4,STK11,UBE2T,XRCC2"
HP,Cleft_palate,Cleft palate,HP:0000175,FALSE,1.47302E-06,5.831791855197067,596,173,50,4958,"ADA2,BRCA1,BRCA2,BRIP1,COG1,COL4A1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,G6PC3,GATA1,LMBRD1,MAD2L2,NPHP1,PALB2,RAD51,RAD51C,RBM8A,RFWD3,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SLX4,SMAD4,TBX1,TMEM67,TSR2,UBE2T,XRCC2,MT-CYB"
HP,Abnormality_of_renal_excretion,Abnormality of renal excretion,HP:0011036,FALSE,1.48909E-06,5.827080222055907,69,173,16,4958,"C3,CD46,CFB,CFH,CFHR1,CFHR3,CFI,MUC1,NPHP1,NPHP3,NPHP4,REN,THBD,TMEM67,MT-CO1,MT-CO3"
HP,Aplasia/hypoplasia_involving_bones_of_the_extremities,Aplasia/hypoplasia involving bones of the extremities,HP:0045060,FALSE,1.62229E-06,5.789871825661547,657,173,53,4958,"ADA2,ALPL,BRCA1,BRCA2,BRIP1,CLCN7,COG1,COL3A1,CTC1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,GATA1,HBA1,HBA2,MAD2L2,PALB2,RAD51,RAD51C,RBM8A,RFWD3,RMRP,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SLX4,SMAD4,TGFB1,TMEM67,TSR2,UBE2T,WDR19,XRCC2"
HP,Hypogonadism,Hypogonadism,HP:0000135,FALSE,1.7021E-06,5.769014024908389,430,173,41,4958,"BRCA1,BRCA2,BRIP1,COQ2,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,HAMP,HBB,MAD2L2,MEN1,NPHP1,PALB2,RAD51,RAD51C,RFWD3,SAMD9,SLX4,SMAD4,TERT,TFR2,TGFB1,UBE2T,XRCC2,MT-ATP8,MT-ATP6,MT-CO1,MT-CO2,MT-CO3,MT-ND1,MT-ND4,MT-ND5,MT-ND6,POLG"
HP,Coarctation_of_aorta,Coarctation of aorta,HP:0001680,FALSE,1.85738E-06,5.731100118842106,150,173,23,4958,"ADA2,FANCB,GATA1,RBM8A,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SMAD4,TBX1,TSR2"
HP,Abnormality_of_the_anus,Abnormality of the anus,HP:0004378,FALSE,1.92235E-06,5.7161665742470715,234,173,29,4958,"BRCA1,BRCA2,BRIP1,COL7A1,DKC1,ELANE,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,G6PC3,MAD2L2,MMP1,PALB2,RAD51,RAD51C,RFWD3,RMRP,SLX4,TBX1,TGFB1,UBE2T,XRCC2"
HP,Abnormal_forearm_morphology,Abnormal forearm morphology,HP:0002973,FALSE,1.92235E-06,5.7161665742470715,234,173,29,4958,"BRCA1,BRCA2,BRIP1,COL7A1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,IFIH1,MAD2L2,PALB2,RAD51,RAD51C,RBM8A,RFWD3,RPL26,RPS19,SAMD9,SLX4,TGFB1,TMEM67,UBE2T,XRCC2"
HP,Aplasia/Hypoplasia_of_the_ear,Aplasia/Hypoplasia of the ear,HP:0008771,FALSE,1.97036E-06,5.705454568268035,205,173,27,4958,"ADA2,COG1,FANCB,FANCF,FANCL,GATA1,GBA1,LMBRD1,PLEC,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SMAD4,TSR2"
HP,Abnormal_renal_medulla_morphology,Abnormal renal medulla morphology,HP:0100957,FALSE,2.12028E-06,5.673606728767199,61,173,15,4958,"ANKS6,CEP164,CEP83,CLCN7,DCDC2,GLIS2,INVS,MUC1,NEK8,NPHP1,NPHP3,NPHP4,TMEM67,WDR19,XPNPEP3"
HP,Ventricular_preexcitation,Ventricular preexcitation,HP:0004309,FALSE,2.20026E-06,5.657526277753338,29,173,11,4958,"MT-ATP6,MT-CO1,MT-CO2,MT-CO3,MT-CYB,MT-ND1,MT-ND2,MT-ND4L,MT-ND4,MT-ND5,MT-ND6"
HP,Anal_atresia,Anal atresia,HP:0002023,FALSE,2.37323E-06,5.62465984,139,173,22,4958,"BRCA1,BRCA2,BRIP1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,MAD2L2,PALB2,RAD51,RAD51C,RFWD3,SLX4,TBX1,UBE2T,XRCC2"
HP,Hypochromic_anemia,Hypochromic anemia,HP:0001931,FALSE,2.71293E-06,5.566561975120968,62,173,15,4958,"COL7A1,CP,FOXP3,GATA1,HBA1,HBA2,HBB,HLA-DQB1,KCNE1,KCNQ1,LPIN2,MMP1,STK11,TGFB1,WAS"
HP,Facial_asymmetry,Facial asymmetry,HP:0000324,FALSE,2.73207E-06,5.563507554861899,140,173,22,4958,"BRCA1,BRCA2,BRIP1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,MAD2L2,PALB2,RAD51,RAD51C,RFWD3,SLC37A4,SLX4,UBE2T,XRCC2"
HP,Abnormal_uvula_morphology,Abnormal uvula morphology,HP:0000172,FALSE,2.82983E-06,5.548239611730983,194,173,26,4958,"BRCA1,BRCA2,BRIP1,COL4A1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,MAD2L2,PALB2,RAD51,RAD51C,RFWD3,RPL5,RPS28,SLX4,SMAD4,TBX1,UBE2T,XRCC2"
HP,Abnormal_urine_protein_level,Abnormal urine protein level,HP:0020129,FALSE,3.10783E-06,5.507543237450042,254,173,30,4958,"ATP7B,C3,CD46,CFB,CFH,CFI,COQ2,ERCC4,G6PC1,GBA1,GLA,LPIN2,MMACHC,NPHP3,PRDX1,REN,SLC37A4,SLC7A7,SMARCAL1,SURF1,THBD,TREX1,WDR19,MT-CO1,MT-CO2,MT-CO3,MT-ND1,MT-ND4,MT-ND5,MT-ND6"
HP,Abnormal_circulating_dicarboxylic_acid_concentration,Abnormal circulating dicarboxylic acid concentration,HP:0010995,FALSE,3.16715E-06,5.499331671771048,154,173,23,4958,"ATP7B,BAAT,CDAN1,DCDC2,EPB42,GATA1,HBB,HCFC1,LMBRD1,MMAA,MMAB,MMACHC,MMADHC,MTR,MTRR,MTTP,PRDX1,SLC25A13,SLC2A1,SLC4A1,TMEM67,UROS,POLG2"
HP,Microangiopathic_hemolytic_anemia,Microangiopathic hemolytic anemia,HP:0001937,FALSE,3.34922E-06,5.475056791602022,13,173,8,4958,"C3,CD46,CFB,CFH,CFHR1,CFHR3,CFI,THBD"
HP,Decreased_urine_output,Decreased urine output,HP:0011037,FALSE,3.36988E-06,5.472385523,30,173,11,4958,"C3,CD46,CFB,CFH,CFHR1,CFHR3,CFI,REN,THBD,MT-CO1,MT-CO3"
HP,Aciduria,Aciduria,HP:0012072,FALSE,3.40382E-06,5.468034024859943,129,173,21,4958,"GATA1,HCFC1,LMBRD1,MMAA,MMAB,MMACHC,MMADHC,MTR,MTRR,PCCA,PCCB,PRDX1,UROS,MT-ATP6,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND5,MT-ND6,POLG"
HP,Abnormal_circulating_aspartate_family_amino_acid_concentration,Abnormal circulating aspartate family amino acid concentration,HP:0010899,FALSE,4.2817E-06,5.368384145561352,24,173,10,4958,"FAH,LMBRD1,MMACHC,MMADHC,MTR,MTRR,PNPO,PRDX1,SLC25A13,SLC7A7"
HP,Epicanthus,Epicanthus,HP:0000286,FALSE,4.4019E-06,5.356359912290732,595,173,49,4958,"ADA2,BRCA1,BRCA2,BRIP1,CLCN7,COL3A1,DNAJC21,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,GATA1,HBA1,HBA2,LMBRD1,MAD2L2,PALB2,RAD51,RAD51C,RFWD3,RMRP,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SLX4,TBX1,TSR2,UBE2T,WDR19,XRCC2"
HP,Abnormal_circulating_amino_acid_concentration,Abnormal circulating amino acid concentration,HP:0003112,FALSE,4.40749E-06,5.355808260840227,170,173,24,4958,"FAH,HCFC1,LMBRD1,MMAA,MMAB,MMACHC,MMADHC,MTR,MTRR,PCCA,PCCB,PNPO,PRDX1,SLC25A13,SLC7A7,MT-ATP8,MT-ATP6,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND5,MT-ND6,POLG"
HP,Abnormal_urine_pH,Abnormal urine pH,HP:0032943,FALSE,5.25083E-06,5.279771686469765,132,173,21,4958,"GATA1,HCFC1,LMBRD1,MMAA,MMAB,MMACHC,MMADHC,MTR,MTRR,PCCA,PCCB,PRDX1,UROS,MT-ATP6,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND5,MT-ND6,POLG"
HP,Abnormal_urine_output,Abnormal urine output,HP:0012590,FALSE,5.51714E-06,5.2582862783015525,65,173,15,4958,"C3,CD46,CFB,CFH,CFHR1,CFHR3,CFI,NPHP1,NPHP3,NPHP4,REN,THBD,TMEM67,MT-CO1,MT-CO3"
HP,Localized_skin_lesion,Localized skin lesion,HP:0011355,FALSE,6.27702E-06,5.202246266160204,872,173,62,4958,"ABCA1,ABCG8,ADA2,ALPL,BRCA1,BRCA2,BRIP1,BTK,CLCN7,COL3A1,COL7A1,CTC1,DKC1,DNAJC21,ELANE,EPB42,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,G6PC1,GATA1,GBA1,GLA,HBB,HLA-DQB1,KCNQ1,LPIN2,LYST,MAD2L2,MEN1,MMP1,NPHP3,PALB2,PEPD,PLEC,RAD51,RAD51C,RBM8A,RFWD3,RMRP,SLC37A4,SLC4A1,SLX4,SMARCAL1,SMPD1,SRP54,STK11,TBX1,TERT,TINF2,TREX1,UBE2T,UROS,WAS,XRCC2"
HP,Abnormal_forearm_bone_morphology,Abnormal forearm bone morphology,HP:0040072,FALSE,6.44491E-06,5.190782995698603,231,173,28,4958,"BRCA1,BRCA2,BRIP1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,IFIH1,MAD2L2,PALB2,RAD51,RAD51C,RBM8A,RFWD3,RPL26,RPS19,SAMD9,SLX4,TGFB1,TMEM67,UBE2T,XRCC2"
HP,Renal_tubular_atrophy,Renal tubular atrophy,HP:0000092,FALSE,6.88147E-06,5.162318972286807,19,173,9,4958,"CEP83,GLIS2,MUC1,NPHP1,NPHP3,NPHP4,REN,TMEM67,XPNPEP3"
HP,Abnormal_renal_tubular_epithelial_morphology,Abnormal renal tubular epithelial morphology,HP:0032599,FALSE,6.88147E-06,5.162318972286807,19,173,9,4958,"CEP83,GLIS2,MUC1,NPHP1,NPHP3,NPHP4,REN,TMEM67,XPNPEP3"
HP,Webbed_neck,Webbed neck,HP:0000465,FALSE,7.4775E-06,5.126243801241954,122,173,20,4958,"ADA2,FANCL,GATA1,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,TSR2"
